transaction_id,timestamp,user_id,amount,device_id,location,time_gap,typing_speed,is_fraud
d2293197-dcc,2026-01-15 03:56:55.238588,1d47cdcc,248.02,14b16723-d,Berlin,830,49,0
08c1dff8-f45,2026-01-15 04:01:51.238588,22de8d9f,116.25,6fb1daa1-c,Tokyo,2175,71,0
ea50a529-a3f,2026-01-15 04:03:33.238588,7e6d2ae0,976.53,e932da8d-d,Sydney,168,65,0
31f93898-b12,2026-01-15 04:07:47.238588,afde7378,245.28,14ea8e27-0,New York,491,65,0
45e1c6da-1ac,2026-01-15 04:10:51.238588,8503f3b0,874.43,3ee470d8-1,London,1086,65,0
a07a9f60-4e8,2026-01-15 04:12:07.238588,96d2415b,984.42,63744820-9,Mumbai,1003,64,0
bcabd25c-0d5,2026-01-15 04:13:35.238588,3d6ad047,2013.43,50910f6d-d,San Francisco,2956,63,0
928e4665-1c9,2026-01-15 04:18:26.238588,e3252956,516.87,2f905661-8,Sydney,1928,58,0
8e6be055-3d8,2026-01-15 04:23:45.238588,3f0456f1,572.81,dd4ca312-2,New York,3153,71,0
45939b32-a8e,2026-01-15 04:35:04.238588,7fe9e470,412.41,0e0edfcc-8,Berlin,458,64,0
ffe72d9b-1c2,2026-01-15 04:39:07.238588,e9469e8f,2273.91,228029eb-a,Tokyo,76,43,0
c89a3250-04f,2026-01-15 04:39:13.238588,2c99d828,713.66,9fb642e8-0,Singapore,2427,53,0
5f20f41c-118,2026-01-15 04:40:38.238588,12d0f40a,332.6,73a60c3d-d,London,1558,67,0
1fe55d62-cca,2026-01-15 04:45:43.238588,ed8f1e48,972.46,8746917f-e,New York,1994,80,0
31eb14b8-465,2026-01-15 04:50:42.238588,c7b294a2,563.05,78561dc6-7,New York,1558,42,0
4ded7cd1-f13,2026-01-15 04:50:50.238588,cf5c567e,805.32,f43ef2f5-c,Sydney,359,44,0
7d10e982-1a1,2026-01-15 04:51:43.238588,529f27e6,1196.59,75e5c476-6,Singapore,1499,78,0
0701eade-ab9,2026-01-15 05:00:50.238588,40368368,2537.36,b4e985ab-9,New York,2365,76,0
0ba077d2-cbe,2026-01-15 05:02:18.238588,d41f54e0,886.64,91aa25b8-c,Singapore,1526,54,0
e0073dfa-e92,2026-01-15 05:05:14.238588,ebe6710a,749.3,f2d50854-f,New York,613,67,0
2796fba9-e6a,2026-01-15 05:27:13.238588,ef7f3890,845.88,e35e6672-2,Berlin,1907,73,0
57892549-12e,2026-01-15 05:28:10.238588,e6d0976b,732.39,19b1d821-2,San Francisco,198,40,0
f22842e0-687,2026-01-15 05:34:53.238588,7e07bd02,358.61,4056dc70-e,Sydney,739,62,0
bece2f0f-abf,2026-01-15 05:36:44.238588,c7d5b6c8,639.68,4f7b3506-d,Tokyo,1519,75,0
ac26e798-4a5,2026-01-15 05:41:29.238588,63c94145,549.29,f817f498-7,Berlin,2988,42,0
330f46f6-3d1,2026-01-15 05:42:05.238588,b1e21fa9,220.45,ff12da26-3,Berlin,153,63,0
3463739f-0bf,2026-01-15 05:51:42.238588,83e52951,427.69,da7b3dd8-3,Mumbai,1076,62,0
e2b82b21-dfa,2026-01-15 06:05:24.238588,f820b936,566.03,02530ad0-6,Singapore,290,79,0
bc225f1a-db8,2026-01-15 06:12:28.238588,ec57ce03,670.67,fbf2ef32-c,Berlin,2186,78,0
9312adeb-34e,2026-01-15 06:16:41.238588,27bfcc95,923.4,cf27f85d-f,Tokyo,1696,44,0
ab8620a3-03c,2026-01-15 06:21:09.238588,fac6850c,667.23,8470a941-8,Berlin,1712,53,0
01b8a1e2-719,2026-01-15 06:23:27.238588,4f3a76ed,598.88,a5f61e00-4,Sydney,722,61,0
d2cc0895-1ea,2026-01-15 06:23:30.238588,7537075b,1191.08,30b7024d-9,Berlin,2905,76,0
35ff48f1-459,2026-01-15 06:30:57.238588,e769f821,1819.08,a573ea81-7,Mumbai,643,68,0
cdc4ac98-c95,2026-01-15 06:40:39.238588,abcd408d,212.85,7d19e47d-3,San Francisco,1410,43,0
e3d92ff4-a04,2026-01-15 06:45:03.238588,996a1dde,113.0,30726ce2-d,Mumbai,2867,101,1
a4a74576-046,2026-01-15 06:45:07.238588,e59f89c0,479.51,129d6e32-a,London,89,61,0
59fd03c7-13d,2026-01-15 06:47:55.238588,dd7490ab,927.18,dde19bf0-2,Sydney,908,52,0
858090b8-54c,2026-01-15 06:49:27.238588,74c573dc,219.04,6befc78f-e,London,2193,45,0
84f20381-b71,2026-01-15 06:50:04.238588,7694b90a,561.86,99fd4253-d,Sydney,1797,66,0
df354212-6ce,2026-01-15 06:50:50.238588,2956cf96,730.71,e0d04b9c-0,New York,3600,41,0
4c25546f-6f4,2026-01-15 06:57:11.238588,445fdb89,223.04,1f3c2869-8,Berlin,1115,45,0
3998407a-300,2026-01-15 07:05:28.238588,e0e59ffc,257.87,0a967eed-7,Mumbai,279,40,0
d8dba206-29c,2026-01-15 07:08:13.238588,fa63af3c,77.28,ad5dba9c-1,London,2809,45,0
8ac8e072-c44,2026-01-15 07:12:06.238588,40368368,3062.33,b4e985ab-9,Mumbai,13,45,1
5714bb25-85b,2026-01-15 07:18:03.238588,c8a7e0b2,395.04,a40a0e63-7,Sydney,2519,46,0
99b2473a-640,2026-01-15 07:20:26.238588,1061d555,132.08,1c908f45-c,Sydney,2933,65,0
8cd9f7ca-25b,2026-01-15 07:28:01.238588,44599574,63.22,1d221633-7,London,747,54,0
85be3ab3-bbb,2026-01-15 07:29:16.238588,97a58796,67.36,42807fbb-2,Mumbai,2946,70,0
7f237e74-2ce,2026-01-15 07:36:11.238588,dfb13409,8084.57,036c21a1-1,Berlin,18,61,1
b96b9c86-976,2026-01-15 07:38:31.238588,4391442e,162.01,94682aa7-e,Tokyo,459,69,0
2bf28cfb-7a0,2026-01-15 07:42:04.238588,b885f1dd,845.21,1606bae0-8,Sydney,1674,59,1
d6fca761-b07,2026-01-15 07:45:00.238588,f379c65b,656.95,13929abb-9,Mumbai,2708,64,0
bdc26c98-e48,2026-01-15 07:50:18.238588,655dfafc,243.08,f435e671-f,Sydney,2929,69,0
d70b010c-b4b,2026-01-15 07:54:13.238588,2b095a79,85.71,4d3ab28c-9,Tokyo,1820,54,0
e7137293-348,2026-01-15 07:56:05.238588,8d38220c,534.25,5a9270cf-c,New York,2237,69,0
2b0a821d-0e4,2026-01-15 07:57:34.238588,f17399b9,226.06,e268135b-9,Mumbai,1978,61,0
f490fcac-b30,2026-01-15 07:57:38.238588,ed0f1899,3674.13,a46ed6e2-d,Tokyo,5,63,1
074a815b-ddb,2026-01-15 07:57:45.238588,c2f08118,439.25,dd978cb6-6,Singapore,2413,68,0
999dd06a-f32,2026-01-15 08:05:31.238588,3d58c663,792.11,d8d606ae-b,Sydney,241,56,0
c54f0de3-210,2026-01-15 08:06:01.238588,90006404,591.34,2699c414-2,Singapore,631,70,0
0d6c013c-e13,2026-01-15 08:12:13.238588,b4961e72,1634.21,921357e2-7,Singapore,1769,51,0
b064c20c-e34,2026-01-15 08:14:51.238588,1ba29a2d,2434.81,a74ef0df-7,San Francisco,2746,41,0
f335a382-094,2026-01-15 08:20:23.238588,4d2df78c,901.3,123055df-d,Berlin,1036,66,0
a0806164-b03,2026-01-15 08:21:30.238588,7dbabfa7,129.91,26485bcc-0,Singapore,612,193,1
e4d2cc81-cb4,2026-01-15 08:29:01.238588,63f108dc,429.47,af5bf3e6-5,San Francisco,103,79,0
116567d5-bca,2026-01-15 08:30:28.238588,335b8d65,1751.49,33399fc3-1,San Francisco,1491,73,0
c70d243a-504,2026-01-15 08:36:19.238588,8aa30e6f,149.93,7cbb019b-6,Tokyo,3510,45,0
777375f3-049,2026-01-15 08:41:47.238588,3a2b821d,706.05,51415b8f-7,San Francisco,1625,68,0
779d9cb4-9d3,2026-01-15 08:42:57.238588,036c0bbb,396.75,8a451cbb-5,Berlin,519,55,0
5cad33c3-97b,2026-01-15 08:43:13.238588,2b744c93,423.69,a5c0078d-2,London,1460,47,0
4e9067d9-aa7,2026-01-15 08:46:09.238588,053eb0bb,430.41,15cb195c-9,Mumbai,806,64,0
1b2eb8cc-f0e,2026-01-15 08:47:56.238588,fbc2529e,631.84,5b7ce52b-4,Mumbai,380,51,0
89fdfa80-d60,2026-01-15 08:51:12.238588,e59f89c0,33.28,129d6e32-a,Berlin,3497,79,0
21ae1c9c-17d,2026-01-15 09:06:46.238588,7d1c1074,506.73,3fd4c7a8-2,Sydney,2755,64,0
9a567124-d99,2026-01-15 09:07:50.238588,dd9d1c93,72.46,3b9f8460-0,Sydney,886,45,0
54d5dcdd-acd,2026-01-15 09:29:00.238588,ec57ce03,941.0,fbf2ef32-c,Mumbai,1236,71,0
7ca7b38c-929,2026-01-15 09:32:03.238588,3a2b821d,940.19,51415b8f-7,Singapore,2317,48,0
7d9b69fb-8cc,2026-01-15 09:37:15.238588,64efc8a9,454.85,a19afee7-0,Mumbai,2983,77,0
e152f878-9b9,2026-01-15 09:38:17.238588,a7e49037,815.06,e024f637-b,London,423,41,0
71a32d4e-ee5,2026-01-15 09:40:55.238588,04cddadf,568.29,7151d908-5,Tokyo,1808,49,0
472f6766-9d1,2026-01-15 09:42:57.238588,2c9a7e4c,844.26,7d45275f-d,San Francisco,1573,76,0
588b6eb7-24a,2026-01-15 09:44:42.238588,b1589022,100.8,7aac2600-4,London,3590,46,0
f499f320-350,2026-01-15 09:45:08.238588,6a2c266b,153.66,3db1d0a7-4,New York,207,55,0
09dc6f88-da2,2026-01-15 09:48:54.238588,50e4a950,932.43,bf16c068-3,Berlin,885,43,0
ef55566f-2dd,2026-01-15 09:52:22.238588,c7a062fa,289.99,0a227a93-4,Mumbai,285,54,0
c2019d90-f17,2026-01-15 09:54:58.238588,42001358,974.27,2a6a9102-d,San Francisco,85,76,0
ce970bd3-f3a,2026-01-15 10:03:01.238588,f74fd48e,1067.11,a0e3ee80-3,Singapore,626,52,0
6c3f2edf-46b,2026-01-15 10:06:32.238588,ce4bf443,353.86,e540900d-2,Mumbai,2131,61,0
a007937d-d73,2026-01-15 10:07:30.238588,4b1a95d9,650.23,bb92fc62-9,Sydney,848,75,0
18f0718b-118,2026-01-15 10:18:21.238588,40ef2035,891.07,0a54fd5d-7,Mumbai,1624,46,0
606b429e-8c4,2026-01-15 10:22:39.238588,4e863110,428.72,1cef420a-3,London,1537,48,0
4d615200-a57,2026-01-15 10:24:55.238588,3d6ad047,697.87,50910f6d-d,Mumbai,1115,42,0
0be4352a-9db,2026-01-15 10:30:26.238588,1423e2da,835.62,e936f412-7,Singapore,813,78,0
aae8a391-6b1,2026-01-15 10:40:41.238588,f92c03e0,964.67,214307fa-e,Berlin,2976,52,0
2adf32a7-d4f,2026-01-15 10:43:17.238588,a8820a69,732.04,3316a0ad-1,Berlin,2793,64,0
1b0f20be-6bc,2026-01-15 10:53:51.238588,a6642fac,278.7,de26b987-6,London,1738,69,0
878e7b26-56d,2026-01-15 10:54:38.238588,7694b90a,505.95,99fd4253-d,London,1161,50,0
38b2070b-bc5,2026-01-15 10:56:51.238588,60d02a66,599.55,cb038c5e-3,Mumbai,353,50,0
c83fc24f-22c,2026-01-15 10:57:54.238588,97a58796,963.32,42807fbb-2,Tokyo,3436,67,0
2ea83c81-b88,2026-01-15 11:09:44.238588,4c156004,938.88,590d7d3b-8,Sydney,39,59,0
3ae1eea6-929,2026-01-15 11:12:37.238588,98d605ca,22.82,e7b46c6a-7,London,393,74,0
3df20f5f-d2a,2026-01-15 11:18:23.238588,05514481,378.36,ac605ad9-2,Singapore,851,48,0
9c39a52a-05d,2026-01-15 11:28:31.238588,b0ffe454,744.51,b993d973-9,Sydney,1048,75,0
d2f908f2-484,2026-01-15 11:32:26.238588,0900cd34,823.66,15c225ce-f,London,1936,43,0
7bef01df-2c7,2026-01-15 11:41:08.238588,55d8a3a8,864.66,a62e8325-1,Sydney,2584,79,0
5fc9e5f5-ee5,2026-01-15 11:45:17.238588,cc3761c3,490.23,068be39f-2,New York,3167,48,0
f2286856-4f3,2026-01-15 12:01:41.238588,8d0ac456,954.35,e20b2fac-1,Mumbai,1200,43,0
9c785663-ae7,2026-01-15 12:02:20.238588,4de00518,587.0,7d5aeeca-d,London,2458,63,1
3cdeadf0-536,2026-01-15 12:03:23.238588,4c156004,897.72,590d7d3b-8,San Francisco,2745,67,0
a3c36090-bac,2026-01-15 12:08:59.238588,3313b45b,175.62,5d0de5d5-a,Berlin,3204,53,0
0fa73f09-77c,2026-01-15 12:14:23.238588,b1589022,166.06,7aac2600-4,Singapore,2315,67,0
19b8ff90-983,2026-01-15 12:14:58.238588,3c38fb3f,340.54,fadfbfb9-8,Singapore,1043,72,0
0bba1355-713,2026-01-15 12:21:53.238588,2ebd0eba,83.05,7e5e0976-e,New York,965,61,0
e7544110-e4a,2026-01-15 12:26:37.238588,3bff09f9,255.36,cd18427f-4,Tokyo,537,74,0
abedd8a2-a49,2026-01-15 12:27:52.238588,b8e9a7eb,310.3,c019e173-0,San Francisco,3082,79,0
07ff4d66-3a6,2026-01-15 12:32:10.238588,435bc3eb,883.59,1ceb3a84-0,Singapore,1896,64,0
949d595b-739,2026-01-15 12:36:00.238588,b7268692,784.67,1b13014d-e,New York,2642,77,0
53f853aa-5fb,2026-01-15 12:37:27.238588,4abab159,863.28,523194c4-1,New York,3505,79,0
e0a29dc7-394,2026-01-15 12:39:30.238588,6314d875,709.87,e35a5e6b-6,Tokyo,1040,67,0
88775b3d-8a3,2026-01-15 12:46:23.238588,71cf62b6,521.67,34f86bd4-9,New York,1538,66,0
407ec432-546,2026-01-15 12:48:30.238588,1ba29a2d,682.85,6cdc51b8-5,Sydney,2922,156,1
0b7df524-87d,2026-01-15 12:48:35.238588,8f4f6ed0,863.02,7884f7dc-0,Mumbai,2811,41,0
bb8d4179-1bb,2026-01-15 12:56:18.238588,4a85b55e,78.75,11bf197b-9,Berlin,279,79,0
bb43af45-e52,2026-01-15 13:03:00.238588,34ad848f,95.96,1e93c827-f,Tokyo,2039,62,0
802ea374-783,2026-01-15 13:05:58.238588,64a80cc6,233.33,35cec9d3-5,Sydney,2510,73,0
d2dd6ed6-3eb,2026-01-15 13:08:06.238588,b7cfaa57,272.33,8f1c35aa-6,Sydney,3132,72,0
0cc1567f-dc8,2026-01-15 13:08:57.238588,2aad9924,944.51,9ce75aa6-0,New York,908,52,0
158edf79-42e,2026-01-15 13:09:15.238588,b534afb6,553.07,557a1466-0,Tokyo,1186,80,0
26a8da46-708,2026-01-15 13:11:49.238588,7cbbfdc2,850.54,639ce807-6,Mumbai,2359,58,0
d912f39c-366,2026-01-15 13:12:10.238588,81572361,881.78,4c4f0981-c,Sydney,2037,59,0
4d13b6fa-6ec,2026-01-15 13:12:43.238588,e80d8827,351.47,e2f060eb-5,Berlin,257,61,0
8446f353-3e0,2026-01-15 13:13:11.238588,d10d530e,619.13,e38a7fd0-7,Tokyo,3228,51,1
c731098e-3d6,2026-01-15 13:19:35.238588,7266941c,1539.76,66851983-4,Tokyo,2845,70,0
fe6a66ad-692,2026-01-15 13:22:54.238588,f5333b3e,275.53,a96aebda-6,Singapore,297,47,0
3038111c-fff,2026-01-15 13:24:05.238588,63ae6df8,641.14,d568fb2d-9,Singapore,69,48,0
0d28e663-795,2026-01-15 13:25:28.238588,e24b6333,948.84,56481070-a,Berlin,2187,49,0
0ead253e-8f5,2026-01-15 13:25:53.238588,4afc045e,368.92,fa8370f8-d,London,1501,69,0
86265293-916,2026-01-15 13:29:12.238588,faa087c4,359.73,dddc8c21-1,Tokyo,2384,78,0
ac5d01d2-441,2026-01-15 13:30:03.238588,67c22321,76.96,6df77f1e-f,Singapore,1581,65,0
8ff55cc0-57c,2026-01-15 13:31:32.238588,e7667a4f,787.4,1f8fcb21-6,New York,65,60,0
34114525-a30,2026-01-15 13:45:07.238588,ef41f82b,265.27,a639bcb5-1,Mumbai,3054,74,0
151d51fb-254,2026-01-15 13:46:13.238588,aa71c362,389.2,0ba400e7-2,Berlin,1610,53,0
b896ee9c-8be,2026-01-15 13:55:04.238588,0900cd34,7535.04,15c225ce-f,Sydney,2,54,1
06e1d7d3-61b,2026-01-15 13:56:14.238588,1ed73cca,589.17,73461cd1-4,Tokyo,10,77,0
3bb50d95-839,2026-01-15 13:59:56.238588,4866b224,66.67,b1cf3c15-c,London,1486,194,1
739249aa-17b,2026-01-15 14:14:16.238588,e37a2e5f,617.88,7bfac937-3,Tokyo,389,47,0
236fc2b0-474,2026-01-15 14:16:31.238588,0fc5320e,1377.23,0ec8839d-1,Singapore,708,51,0
686a7c88-8e9,2026-01-15 14:17:13.238588,59862b09,372.66,64ab8072-a,Singapore,2295,53,0
03b60677-92c,2026-01-15 14:30:05.238588,37d20046,49.96,334347c5-0,Berlin,654,48,0
31744128-095,2026-01-15 14:36:50.238588,3a2b821d,812.99,51415b8f-7,Singapore,500,53,0
aef568f7-ba6,2026-01-15 14:39:57.238588,40368368,191.36,b4e985ab-9,Sydney,665,45,0
7dedec01-cbf,2026-01-15 14:41:36.238588,59510a93,135.92,9be3ec5f-7,Berlin,2734,62,0
4e31a7e8-d63,2026-01-15 14:54:30.238588,9d11040b,725.48,072ba7ea-4,Singapore,999,64,0
c41b2da5-8c9,2026-01-15 14:55:52.238588,f17399b9,32.06,e268135b-9,Tokyo,706,41,0
fc2b7a9c-80c,2026-01-15 14:58:44.238588,c6c99066,362.28,79394909-d,Sydney,586,52,1
7ec662e3-409,2026-01-15 15:00:35.238588,61a54dfb,1397.68,a6c3a8a8-3,Mumbai,256,70,0
53c7fa74-502,2026-01-15 15:04:46.238588,32c1d141,208.33,f5b7eadb-b,London,416,66,0
77987075-dfd,2026-01-15 15:08:03.238588,7694b90a,948.62,99fd4253-d,London,362,72,0
fc51a833-6d9,2026-01-15 15:11:08.238588,83722e86,718.2,2aadec0d-3,New York,890,69,0
33a27e4a-48f,2026-01-15 15:22:03.238588,2c9a7e4c,522.46,7d45275f-d,Sydney,1466,56,0
73b241da-a3d,2026-01-15 15:22:29.238588,f4b7dd4f,201.18,43cadf30-4,Mumbai,1305,79,0
55e32cfd-0a6,2026-01-15 15:22:48.238588,f9064ab7,277.64,341432d4-d,Mumbai,2680,67,0
b70c54a6-9f2,2026-01-15 15:24:55.238588,a7e838ce,2343.45,c79154d2-1,London,3468,53,0
2ec8a0be-baf,2026-01-15 15:25:28.238588,29ff2c27,419.36,71163062-d,San Francisco,2204,72,0
44035785-5bb,2026-01-15 15:31:35.238588,9b15bc8c,952.3,cf2dc0e7-1,Berlin,1702,50,0
6024a905-87d,2026-01-15 15:33:24.238588,3468bd94,765.58,caf999ce-e,Mumbai,168,71,0
0929a601-f10,2026-01-15 15:34:20.238588,f9c4cf40,745.64,246caf9a-2,Singapore,3143,60,0
9acddb9d-a40,2026-01-15 15:35:44.238588,8f8ad240,52.19,9e3ed3b8-7,Singapore,506,47,0
ee5e1719-0f5,2026-01-15 15:40:18.238588,4c3b59e0,694.08,1180f1b9-f,London,2791,75,0
c83bc682-321,2026-01-15 15:44:44.238588,7ba982bb,115.54,e59a3b3d-a,New York,2253,69,0
d8c22335-e58,2026-01-15 15:48:46.238588,4665e2f7,199.34,f5f3deaa-a,Tokyo,2263,58,1
345c7fa5-142,2026-01-15 16:02:51.238588,70531799,707.74,beeb776f-5,Tokyo,2838,56,0
f57a1e5e-ba4,2026-01-15 16:04:42.238588,afde7378,2823.64,14ea8e27-0,Mumbai,2482,65,0
3d699b63-867,2026-01-15 16:15:30.238588,516514ef,582.82,70488856-5,New York,1299,55,0
9eb753b4-f7a,2026-01-15 16:26:39.238588,5c7d0672,508.63,5b825f35-2,Mumbai,2815,41,0
65b9191b-963,2026-01-15 16:33:32.238588,38e53a77,845.47,0b330783-1,Sydney,2411,67,0
0cd305a0-378,2026-01-15 16:36:39.238588,0fa42d24,92.18,9f939c0f-4,New York,1925,70,0
0054c4fb-739,2026-01-15 16:39:36.238588,44599574,15.03,1d221633-7,Mumbai,3496,42,0
cb5a68b1-224,2026-01-15 16:40:56.238588,8191c96a,94.35,1e78e798-5,Berlin,652,56,0
d45ee57f-020,2026-01-15 16:50:20.238588,d223ce5f,793.09,e1042303-7,Sydney,3268,55,0
121ffe8f-f61,2026-01-15 16:56:38.238588,246aa2cb,993.25,fd3dcd1c-0,Sydney,2237,80,0
c850fa35-3fb,2026-01-15 16:58:17.238588,69214b2e,854.35,c30af307-7,New York,840,52,0
f97e1e02-97c,2026-01-15 17:00:05.238588,54f15c3c,166.89,38785de8-0,Mumbai,3445,74,0
4d550a40-7a4,2026-01-15 17:08:41.238588,882d678e,809.84,1b75c13c-2,San Francisco,1050,62,0
66e83058-c49,2026-01-15 17:12:32.238588,4a85b55e,714.82,11bf197b-9,New York,1537,43,0
ded4c9ec-0f4,2026-01-15 17:15:26.238588,5cbe7536,560.39,8f55a2a4-4,New York,2274,53,0
6ed8341e-246,2026-01-15 17:24:00.238588,ab66c8ea,532.78,841ec277-c,Tokyo,1776,48,1
f8fda8a8-303,2026-01-15 17:28:43.238588,1df5d47d,461.5,eaca1cb3-f,London,2872,72,0
19f595cb-a2a,2026-01-15 17:33:15.238588,3f0456f1,640.1,6cbca1fb-c,Sydney,3164,183,1
fb256861-bc1,2026-01-15 17:36:08.238588,7bff3033,635.77,e5c1ac94-f,Mumbai,2275,61,0
1fd01087-314,2026-01-15 17:37:36.238588,d1a72473,278.39,1d8cf657-f,Mumbai,3173,60,0
9b9374f4-ca3,2026-01-15 17:40:47.238588,9e336d39,2749.15,96d4af24-f,Mumbai,1448,65,0
3551cc0b-10c,2026-01-15 17:42:03.238588,e9f05063,529.1,916f879c-3,San Francisco,1972,187,1
33fd5c78-9f5,2026-01-15 17:46:36.238588,2d1e20bb,692.42,55d2a0be-f,Singapore,3425,43,0
d506a361-2db,2026-01-15 17:49:05.238588,2a37850d,152.07,a5c96a71-0,Tokyo,1244,47,0
477e2b98-073,2026-01-15 18:00:29.238588,61ebd37d,7148.14,dc622917-3,Berlin,26,62,1
6fa366b8-1c8,2026-01-15 18:00:46.238588,22de8d9f,716.45,6fb1daa1-c,San Francisco,2937,51,0
4196a19f-a56,2026-01-15 18:02:38.238588,0666e882,803.33,be8cb0e5-5,Sydney,3568,41,0
eefb6c97-13d,2026-01-15 18:06:25.238588,f9c4cf40,291.39,246caf9a-2,Singapore,90,42,0
c1088a9a-fd6,2026-01-15 18:07:47.238588,bf4bd902,909.15,c5505f63-3,San Francisco,2305,163,1
80e1f068-493,2026-01-15 18:17:22.238588,86a4226d,28.08,45f0a6d9-7,Mumbai,948,62,0
d22fde70-2fb,2026-01-15 18:20:16.238588,2a71c529,1018.3,272c5459-1,Berlin,3179,71,0
f2481000-52a,2026-01-15 18:21:15.238588,51f24841,912.13,3ecccf05-6,Singapore,1431,199,1
053406c8-1e8,2026-01-15 18:21:23.238588,9d9c1f85,575.18,f4a72aaf-0,San Francisco,781,75,0
9cef8cc6-dd5,2026-01-15 18:23:59.238588,172c6444,24.14,e9afe9d7-6,Tokyo,1835,71,0
1f3020ae-9ec,2026-01-15 18:27:00.238588,8d3356ec,550.95,bcf681cd-2,Mumbai,2628,62,0
ff8aed68-5d3,2026-01-15 18:29:58.238588,e02dfaaa,257.24,7cb9c7b7-6,Sydney,3122,59,0
e5ae1c55-2f8,2026-01-15 18:34:33.238588,1cc6d001,43.6,d34173f2-2,New York,2122,72,0
4d9f0586-9d7,2026-01-15 18:37:39.238588,907f1042,861.98,dfcd7eba-c,Tokyo,267,56,0
d4a60f2b-f6a,2026-01-15 18:38:53.238588,71358db4,674.63,003ab52c-7,Tokyo,967,54,0
bdd1d9a0-47f,2026-01-15 18:44:04.238588,7fe9e470,596.73,0e0edfcc-8,Berlin,3556,51,0
45a3d78f-d32,2026-01-15 18:44:05.238588,3d4eac9f,476.02,c3f946aa-8,New York,1045,76,0
9aa3f857-08c,2026-01-15 18:46:20.238588,e80d8827,879.52,e2f060eb-5,Berlin,1069,61,0
d1d4715f-1cf,2026-01-15 18:54:41.238588,3bc0fe13,787.09,f824016c-0,Tokyo,3107,59,0
85cba3a3-92a,2026-01-15 18:55:14.238588,01e04cad,152.42,a764bb1a-f,Berlin,71,161,1
e40d42ee-870,2026-01-15 19:02:51.238588,6f228c59,66.08,c9aa4bdd-8,Mumbai,2981,69,0
96904985-d46,2026-01-15 19:03:57.238588,8fd04d6a,98.95,a80d46a7-3,Sydney,149,46,0
8ea10b42-8c0,2026-01-15 19:06:16.238588,86266202,661.75,fe403e02-4,Berlin,205,60,0
5dc61268-8c3,2026-01-15 19:07:05.238588,4665e2f7,783.34,4a3522ce-6,San Francisco,725,155,1
baa59c97-3d2,2026-01-15 19:08:58.238588,d96272be,957.23,d4a7b51e-8,Sydney,3554,60,0
c9f912b6-a20,2026-01-15 19:19:03.238588,ee658313,633.18,683d024e-9,San Francisco,2249,122,1
6d4d43a3-1d3,2026-01-15 19:20:30.238588,a3542483,306.2,65366936-2,San Francisco,1865,50,0
6e713639-459,2026-01-15 19:21:11.238588,f5d21783,936.76,17c3b3e9-8,Berlin,3238,61,0
1a3d945c-e2b,2026-01-15 19:21:41.238588,3468bd94,454.55,caf999ce-e,New York,2736,64,0
1a5f193d-f6d,2026-01-15 19:24:57.238588,dfb13409,162.42,036c21a1-1,Berlin,3154,52,0
fcfd7035-895,2026-01-15 19:34:14.238588,cee15b6b,680.25,55ca6f7a-a,Sydney,1154,55,0
dfb237c2-eae,2026-01-15 19:51:35.238588,1a114cbb,924.86,7f959481-8,Singapore,3319,61,0
f785d3dd-f9c,2026-01-15 19:54:44.238588,ea13aca7,518.17,2ff3f855-1,Tokyo,833,61,0
64c4b905-504,2026-01-15 20:02:32.238588,aef701a3,996.15,9b018065-2,Tokyo,1622,70,0
de1b1018-35c,2026-01-15 20:12:23.238588,e4be1df0,979.0,08fc8cc1-f,Tokyo,2641,62,0
f558f2c9-650,2026-01-15 20:16:49.238588,1cf23e3d,112.1,48aac3de-1,Berlin,31,60,0
c2d636a9-734,2026-01-15 20:18:21.238588,cf2b0dfc,965.55,05a66e0c-8,New York,653,77,0
eec4523f-6dd,2026-01-15 20:19:01.238588,0aa778ca,648.43,439fc9c8-2,San Francisco,2729,67,0
ae712bc2-4a1,2026-01-15 20:22:51.238588,8a42707f,691.42,9787e1c9-2,Tokyo,2728,66,0
bb9a0167-59a,2026-01-15 20:43:47.238588,ab66c8ea,123.68,d41367e9-d,London,3182,40,0
7e728ff8-76b,2026-01-15 20:47:22.238588,3e197c7f,4578.88,e0484f46-d,Mumbai,26,42,1
f8d62ad1-a22,2026-01-15 20:53:26.238588,59bc4b43,943.38,434f4c87-d,Mumbai,1741,57,0
f02b583e-0c4,2026-01-15 20:54:40.238588,8937092d,462.7,466e5947-3,Mumbai,682,48,0
b0cff98e-929,2026-01-15 20:54:55.238588,cdce2156,756.16,dca861fd-7,Tokyo,500,77,0
2a630064-737,2026-01-15 20:59:42.238588,bb3be0b6,464.72,1e9349b1-5,New York,872,69,0
697cdfb3-ccf,2026-01-15 21:21:30.238588,66f0ef7d,438.66,b6df6711-0,Berlin,3498,64,0
ac731f5c-6ec,2026-01-15 21:31:35.238588,955f1307,717.79,c1bd7dde-d,Sydney,2934,43,0
d40f4fee-a09,2026-01-15 21:38:00.238588,364a3ebd,418.96,95fb26bd-f,Mumbai,1561,61,0
a94a0657-4d5,2026-01-15 21:40:39.238588,32c1d141,725.43,f5b7eadb-b,London,2386,43,0
b258138c-a2d,2026-01-15 21:41:35.238588,d286ad84,383.32,99d36050-c,San Francisco,2850,50,0
7cab7a2a-a6a,2026-01-15 21:43:09.238588,900bbf38,632.71,93e6c103-d,San Francisco,461,75,0
570a3551-a55,2026-01-15 21:56:01.238588,9796a1ac,743.87,d9e94ef8-f,Tokyo,2210,41,0
